,age,reputation,stat_overall,stat_potential,stat_skill_moves,continent_africa,continent_asia,continent_europe,continent_oceania,continent_south america,contract_until_2018,contract_until_2019,contract_until_2020,contract_until_2021,contract_until_2022,contract_until_2023,contract_until_2024,contract_until_2025,contract_until_2026,position_DF,position_GK,position_MF,position_ST,prefer_foot_left,prefer_foot_right,value
8011,20,1.0,58,72,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12.345838935721968
8012,30,1.0,58,58,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.407576060361786
8013,19,1.0,58,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.206077645517674
8014,20,1.0,58,65,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.100717685412471
8015,20,1.0,58,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.429220196836383
8016,20,1.0,58,65,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.775297421715827
8017,19,1.0,58,74,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,12.506180941677357
8018,19,1.0,58,72,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.429220196836383
8019,18,1.0,58,73,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12.468440756144114
8020,19,1.0,58,71,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.388398368982115
8021,17,1.0,58,74,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.429220196836383
8022,19,1.0,58,68,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,12.206077645517674
8023,18,1.0,58,79,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12.577639650232573
8024,20,1.0,58,74,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.54254845357358
8025,20,1.0,58,67,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.206077645517674
8026,27,1.0,58,60,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11.51293546492023
8027,18,1.0,58,68,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.154784614286667
8028,19,1.0,58,68,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12.04355959836804
8029,22,1.0,58,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074
8030,20,1.0,58,68,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.100717685412471
8031,19,1.0,58,71,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12.25486757159303
8032,27,1.0,58,59,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.695255355062795
8033,22,1.0,58,64,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.04355959836804
8034,20,1.0,58,67,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
8035,22,1.0,58,67,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12.04355959836804
8036,24,1.0,58,64,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.04355959836804
8037,19,1.0,58,73,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.345838935721968
8038,19,1.0,58,75,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12.429220196836383
8039,20,1.0,58,70,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.345838935721968
8040,21,1.0,58,70,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.345838935721968
8041,21,1.0,58,71,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.429220196836383
8042,23,1.0,58,65,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.775297421715827
8043,19,1.0,58,76,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.345838935721968
8044,22,1.0,58,66,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074
8045,21,1.0,58,68,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.206077645517674
8046,17,1.0,58,67,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.695255355062795
8047,21,1.0,58,67,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.206077645517674
8048,18,1.0,58,73,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8049,19,1.0,58,75,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.388398368982115
8050,19,1.0,58,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.25486757159303
8051,22,1.0,58,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8052,18,1.0,58,75,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.468440756144114
8053,19,1.0,58,73,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.54254845357358
8054,20,1.0,58,66,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
8055,20,1.0,58,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.345838935721968
8056,19,1.0,58,74,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.506180941677357
8057,21,1.0,58,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.54254845357358
8058,17,1.0,58,78,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,12.301387370778713
8059,19,1.0,58,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8060,30,1.0,58,58,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11.695255355062795
8061,20,1.0,58,69,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.04355959836804
8062,21,1.0,58,66,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.154784614286667
8063,20,1.0,58,68,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.100717685412471
8064,21,1.0,58,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.918397239722838
8065,23,1.0,58,66,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8066,20,1.0,58,69,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.04355959836804
8067,18,1.0,58,80,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12.388398368982115
8068,33,1.0,58,58,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.819798284210286
8069,22,1.0,58,68,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.100717685412471
8070,18,1.0,58,70,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.100717685412471
8071,21,1.0,58,68,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.25486757159303
8072,20,1.0,58,69,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.04355959836804
8073,20,1.0,58,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.154784614286667
8074,21,1.0,58,65,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.100717685412471
8075,20,1.0,58,65,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.100717685412471
8076,31,1.0,58,58,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.289794413577894
8077,17,1.0,58,84,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,12.54254845357358
8078,22,1.0,58,68,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.982935344196433
8079,19,1.0,58,69,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.25486757159303
8080,17,1.0,58,75,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.429220196836383
8081,18,1.0,58,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12.04355959836804
8082,21,1.0,58,68,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.982935344196433
8083,20,1.0,58,68,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.25486757159303
8084,28,1.0,58,58,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11.775297421715827
8085,20,1.0,58,72,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.54254845357358
8086,36,1.0,58,58,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.90353755128617
8087,21,1.0,58,66,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
8088,21,1.0,58,68,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.25486757159303
8089,18,1.0,58,78,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12.25486757159303
8090,18,1.0,58,77,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8091,22,1.0,58,69,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12.154784614286667
8092,18,1.0,58,78,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8093,23,1.0,58,63,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11.695255355062795
8094,21,1.0,58,67,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
8095,19,1.0,58,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.301387370778713
8096,19,1.0,58,72,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.506180941677357
8097,18,1.0,58,69,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.100717685412471
8098,16,1.0,58,79,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.54254845357358
8099,24,1.0,58,64,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12.04355959836804
8100,21,1.0,58,64,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11.918397239722838
8101,24,1.0,58,64,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11.918397239722838
8102,19,1.0,58,72,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.506180941677357
8103,22,1.0,58,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.100717685412471
8104,21,1.0,58,69,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.04355959836804
8105,25,1.0,58,62,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11.849404844423074
8106,23,1.0,58,64,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.918397239722838
8107,21,1.0,58,70,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.345838935721968
8108,22,1.0,58,67,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12.04355959836804
8109,20,1.0,58,64,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.100717685412471
8110,25,1.0,58,61,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11.982935344196433
8111,21,1.0,58,64,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11.918397239722838
8112,20,1.0,58,71,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12.301387370778713
8113,18,1.0,58,75,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8114,20,1.0,58,73,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.429220196836383
8115,23,1.0,58,63,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.04355959836804
8116,22,1.0,58,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074
8117,17,1.0,58,76,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.429220196836383
8118,18,1.0,58,76,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.468440756144114
8119,18,1.0,58,68,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.154784614286667
8120,18,1.0,58,75,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12.388398368982115
8121,18,1.0,58,77,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8122,32,1.0,58,58,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.156264806643742
8123,23,1.0,58,63,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11.849404844423074
8124,20,1.0,58,73,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.54254845357358
8125,19,1.0,58,71,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.388398368982115
8126,19,1.0,58,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.301387370778713
8127,20,1.0,58,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.154784614286667
8128,18,1.0,58,72,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.25486757159303
8129,22,1.0,58,69,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.301387370778713
8130,20,1.0,58,67,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.04355959836804
8131,18,1.0,58,70,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.982935344196433
8132,18,1.0,58,75,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.468440756144114
8133,17,1.0,58,76,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.429220196836383
8134,20,1.0,58,69,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12.154784614286667
8135,23,1.0,58,66,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8136,19,1.0,58,68,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.04355959836804
8137,26,1.0,58,59,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.695255355062795
8138,24,1.0,58,63,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11.849404844423074
8139,21,1.0,58,70,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12.100717685412471
8140,37,1.0,58,58,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.210440366976517
8141,19,1.0,58,70,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.154784614286667
8142,26,1.0,58,60,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.775297421715827
8143,23,1.0,58,66,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8144,20,1.0,58,71,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12.429220196836383
8145,22,1.0,58,66,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8146,19,1.0,58,73,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.506180941677357
8147,27,1.0,58,59,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.51293546492023
8148,21,1.0,58,67,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
8149,17,1.0,58,76,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12.429220196836383
8150,18,1.0,58,78,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.468440756144114
8151,25,1.0,58,59,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11.918397239722838
8152,18,1.0,58,71,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,12.100717685412471
8153,23,1.0,58,64,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.775297421715827
8154,17,1.0,58,76,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.345838935721968
8155,20,1.0,58,67,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.206077645517674
8156,23,1.0,58,64,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.918397239722838
8157,18,1.0,58,70,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.25486757159303
8158,37,1.0,58,58,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.210440366976517
8159,26,1.0,58,58,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.849404844423074
8160,16,1.0,58,72,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.429220196836383
8161,21,1.0,58,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.100717685412471
8162,18,1.0,58,78,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.468440756144114
8163,19,1.0,58,66,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074
8164,20,1.0,57,72,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.25486757159303
8165,18,1.0,57,77,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
8166,18,1.0,57,75,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,12.301387370778713
8167,22,1.0,57,65,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.608244735642321
8168,20,1.0,57,67,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11.849404844423074
8169,20,1.0,57,74,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.206077645517674
8170,20,1.0,57,73,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.345838935721968
8171,18,1.0,57,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.918397239722838
8172,17,1.0,57,79,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,12.154784614286667
8173,21,1.0,57,65,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.775297421715827
8174,20,1.0,57,70,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12.100717685412471
8175,20,1.0,57,66,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.849404844423074
8176,20,1.0,57,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.345838935721968
8177,20,1.0,57,69,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
8178,19,1.0,57,73,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12.301387370778713
8179,18,1.0,57,76,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.301387370778713
8180,18,1.0,57,69,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.04355959836804
8181,20,1.0,57,67,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.918397239722838
8182,18,1.0,57,76,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.301387370778713
8183,20,1.0,57,71,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.154784614286667
8184,18,1.0,57,77,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
8185,20,1.0,57,69,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12.154784614286667
8186,24,1.0,57,64,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.608244735642321
8187,20,1.0,57,68,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8188,21,1.0,57,68,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.849404844423074
8189,18,1.0,57,70,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.918397239722838
8190,21,1.0,57,65,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11.775297421715827
8191,18,1.0,57,76,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,12.301387370778713
8192,21,1.0,57,64,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11.918397239722838
8193,20,1.0,57,65,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,11.695255355062795
8194,21,1.0,57,67,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11.849404844423074
8195,25,1.0,57,60,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.608244735642321
8196,19,1.0,57,69,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11.849404844423074
8197,21,1.0,57,66,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11.982935344196433
8198,18,1.0,57,68,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.04355959836804
8199,23,1.0,57,64,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11.918397239722838
8200,21,1.0,57,67,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.918397239722838
8201,21,1.0,57,68,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11.982935344196433
8202,18,1.0,57,75,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.301387370778713
8203,22,1.0,57,65,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.608244735642321
8204,19,1.0,57,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12.301387370778713
8205,20,1.0,57,67,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11.849404844423074
8206,17,1.0,57,69,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.982935344196433
8207,21,1.0,57,71,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12.345838935721968
8208,20,1.0,57,72,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.345838935721968
8209,20,1.0,57,65,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.918397239722838
8210,20,1.0,57,70,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.982935344196433
8211,21,1.0,57,61,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.775297421715827
8212,19,1.0,57,74,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.301387370778713
8213,19,1.0,57,68,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11.918397239722838
8214,20,1.0,57,67,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.04355959836804
8215,24,1.0,57,62,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11.695255355062795
8216,19,1.0,57,66,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11.982935344196433
8217,20,1.0,57,66,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.695255355062795
8218,22,1.0,57,66,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11.695255355062795
8219,18,1.0,57,76,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12.25486757159303
8220,20,1.0,57,72,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12.345838935721968
8221,28,1.0,57,57,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11.608244735642321
8222,21,1.0,57,69,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.154784614286667
